NDCG@3,MAP@3,NDCG@5,MAP@5,NDCG@10,MAP@10
0.8279928217507381,0.9593023255813948,0.8422885973043024,0.9312669376693764,0.8538187918981381,0.8967368266344876
0.8270474805697166,0.9744825124910776,0.8324722184069335,0.9604912280701754,0.8446092025560288,0.9223515697358754
0.8572072492064042,0.977053140096618,0.8678437371079741,0.9531124497991964,0.8770391591766343,0.92692236427645
0.8287397248837134,0.9743589743589742,0.8404555056530683,0.949276859504132,0.851683671568606,0.9180426962037302
0.8282719711512024,0.9596546863988722,0.8361145402375884,0.942252066115702,0.8439151854908675,0.917998980047173
0.8277779176954823,0.9697938877043356,0.838356578939754,0.9455348943985306,0.8509099895077534,0.9094253089905266
0.8488958528172577,0.964630779848171,0.8512435267499313,0.957015742642026,0.8670371447687065,0.9133639058736336
0.8491215208673031,0.97002772002772,0.8555303143566904,0.9553854875283444,0.8673962263155631,0.920412822663312
0.8565838715310565,0.9652635181382612,0.8630141571221777,0.9511760752688168,0.8742203234210789,0.9179171280915464
0.8319627908068702,0.9682203389830508,0.8435975252319214,0.9432377049180326,0.8566127639486112,0.9026630704365082
0.8447382097078691,0.9686847599164924,0.8536369599862024,0.9472560975609752,0.8690592252037932,0.906386743886744
0.8290188742841778,0.9663835810332624,0.8378453595911066,0.9475672877846788,0.8501661453127632,0.9135542642983115
0.8526294865781342,0.9649484536082472,0.8613577866035081,0.9462776659959756,0.8700472924028311,0.9215959821428572
0.8406174851921102,0.96276965901183,0.8472592789414286,0.9489754098360654,0.8513231845163042,0.93413338453661
0.8521782472276228,0.9639175257731956,0.859225053135557,0.9482828282828278,0.868426381590268,0.9218071475165406
0.8287932546089222,0.9603594080338264,0.8420992404885883,0.935691609977324,0.852300266420651,0.9064945006874138
0.8472143241232606,0.9672557172557172,0.8536108240341406,0.9531405895691608,0.8614208333192644,0.9292564247921392
0.8389145736329034,0.9679621848739496,0.8492328982092461,0.9462414965986394,0.8584707551936072,0.9171394132932592
0.8518076708547404,0.9609053497942384,0.8615088770623549,0.9384,0.8693618699030933,0.912440668824164
0.8533442912259002,0.9740663900414936,0.8615799016521642,0.9573022312373224,0.8754403689699748,0.9183180590095484
0.8075731285199391,0.9632246376811592,0.8151660389087613,0.944585987261146,0.8258982429454863,0.9149787385983702
0.8448616867907068,0.9746680642907056,0.8548939727095226,0.9520112016293278,0.8680018424523638,0.914394185041072
0.8448889167927061,0.9663194444444442,0.857504807072654,0.9378848728246314,0.8682590346054224,0.9078090939793064
0.8326503654526365,0.9694562146892656,0.8437471445594014,0.9464579055441478,0.8509017060754634,0.9243619047619048
0.8209710431922859,0.9536447275300778,0.8333583373482722,0.927493169398907,0.8438005273290187,0.8959033843649229
0.8492128994649313,0.9651483781918562,0.8582788953844535,0.9442876344086018,0.8722794814906474,0.906712454212454
0.8552301051047329,0.973775017253278,0.8634860015941428,0.954107744107744,0.8703644728719973,0.9286415941622228
0.8379099523394632,0.958072372999304,0.8448499542652942,0.9447859744990892,0.8548875972329466,0.9123141103910336
0.8364005135955129,0.9668421052631576,0.8422414912582299,0.9543478260869562,0.8537889637816949,0.9189216427311664
0.8396663936238786,0.958159722222222,0.8469454922320812,0.9426360544217686,0.8590369129162683,0.908655375392166
0.8415521591279218,0.9692522711390636,0.8553764536589482,0.9398521505376344,0.8630678085911718,0.9168401805166512
0.8194023243359169,0.956645344705046,0.8287968041765247,0.9389986139986136,0.8398126312325526,0.9049092291607258
0.8388124310404856,0.970877192982456,0.8456393275263594,0.9540893470790376,0.8572729984624679,0.9213409555241237
0.8355408006249094,0.9627100840336132,0.8482026829167669,0.937390128465179,0.8580442311781799,0.9074507656944056
0.8213473699523786,0.9683476394849788,0.8379492404811857,0.9325153374233126,0.8481582361975523,0.905723382897296
0.8297550617971533,0.9759615384615382,0.8392122730501539,0.9519479022591052,0.8499418191357392,0.9221968253968252
0.8212724573619602,0.9709677419354836,0.8311588901167343,0.9480862908837854,0.8456110643357029,0.9070436507936506
0.8387638181732768,0.9679621848739496,0.8485850086366458,0.945408163265306,0.8568104517649722,0.9198129812981298
0.8437384568976385,0.9565217391304346,0.8552307804597238,0.9323647294589176,0.8666860129656699,0.9006357616906747
0.8297492630351535,0.9648658192090394,0.8390245692304538,0.9439862542955324,0.8476786925239786,0.9133347562132424
0.8204341756313563,0.9554964539007088,0.8287452500530913,0.9355290456431528,0.8432948368806257,0.892709505061867
0.8268053465124613,0.9657801418439717,0.8372829395968515,0.9415120274914088,0.8488276998212394,0.911196932476694
0.8213259870871686,0.9709677419354836,0.8292524174588465,0.9530462184873948,0.8408317409975202,0.916961291558877
0.8308132611905924,0.965925141242938,0.8422567868716754,0.9431496691763632,0.8610819954754799,0.8931216931216932
0.8266546394276243,0.951754385964912,0.8367256383649158,0.9299022949329696,0.8502618506749148,0.8914725084315729
0.8156579749550402,0.9590486409155936,0.8286824506396374,0.930957300275482,0.8420371394243668,0.8941874602131011
0.8281649600755747,0.9677304964539004,0.8381294981403797,0.9454201101928372,0.8515938333584934,0.905584067616548
0.8148683060916456,0.954853675945753,0.8229288558502633,0.9375813575081354,0.8341746464116115,0.901363043547412
0.8465432638594936,0.9633471645919776,0.8533136534539694,0.9466915085817522,0.863162901230625,0.916493152816682
0.8366310501287683,0.9563326374391092,0.8430069656824797,0.9389911383776413,0.8570280261130706,0.898117009449694
