NDCG@3,MAP@3,NDCG@5,MAP@5,NDCG@10,MAP@10
0.8738175141819079,0.9516932270916334,0.8837650218268235,0.9309485357450472,0.8905515858408245,0.9095496894409938
0.8814675872737074,0.9527338603425556,0.89783892262049,0.9191845200588108,0.9035287204418714,0.898938987178359
0.8952524959513568,0.965455140798952,0.9046473331664712,0.946211153682418,0.91006520604701,0.924193344628738
0.8870490409166281,0.9585798816568044,0.8975545487282451,0.9389102153977388,0.9055121103014304,0.9119232360852468
0.8603768337791416,0.9574864498644984,0.8747463643263811,0.9279296874999994,0.8808759402569779,0.9070114655276864
0.88032292614064,0.9435166994106088,0.8885645771108301,0.9249626786095112,0.8956529832419559,0.9017727340157244
0.896467201191633,0.966928618205632,0.9054981428262404,0.9468071519795656,0.9138847860001594,0.9229028110313028
0.8773740927599482,0.9701542588866532,0.8908027763743169,0.9413436692506456,0.8997799341658742,0.9134965305697008
0.8985884200869315,0.9571984435797664,0.9070565483866672,0.9389258555133078,0.9155097775831276,0.913254114684004
0.8827192594824032,0.9596560846560844,0.8938498690409525,0.9354166666666665,0.9043735648856384,0.9055180080690284
0.8979445414503737,0.9636333985649052,0.9070620029624796,0.9441581849024594,0.9155744627896168,0.9230025963297336
0.9004157873825552,0.9697712418300652,0.9099681601051391,0.9506585935840236,0.914611191524212,0.9325359599749844
0.8999421865132549,0.9593060959792474,0.9090223094371273,0.9426726869455004,0.9172600522415356,0.9190604553589764
0.890605716244248,0.9606299212598424,0.9000437104896268,0.9389208173690928,0.907848748434916,0.9168717424780856
0.8771378058394825,0.9537773359840952,0.8915542988153129,0.9275782247765004,0.8969062178725076,0.911156238811314
0.9000821779780921,0.9623131903833656,0.9080705870819208,0.9435026455026452,0.9149525810125974,0.9224663657284472
0.907619441232264,0.9654392764857878,0.9145011047213442,0.9504119138149552,0.9198822048559984,0.9366097018246548
0.8981701611256294,0.9666666666666666,0.9037935006429578,0.9544026169026169,0.9143872129179074,0.9213673511535966
0.8940494366098707,0.9660433070866138,0.9015059359346184,0.9486218154570752,0.9139139956008072,0.9165575396825394
0.8927384842887562,0.9639107611548552,0.9000690126939789,0.9491983054483054,0.9100300144019255,0.9202632669983416
0.882262221369892,0.9461362148002618,0.8889513699155479,0.933344058344058,0.9001436552925651,0.9021893624240276
0.8901437128989473,0.9679867986798678,0.9003389816721443,0.944455128205128,0.9086698725277628,0.9202158433466844
0.8782280553433415,0.952876984126984,0.8905939402128702,0.925582694763729,0.8972057930328048,0.9015254827055196
0.8926091600691288,0.9664694280078896,0.9003691690239878,0.9495817245817244,0.9079199084931816,0.9235645790523838
0.883842489375471,0.9770749665327976,0.8973666393258688,0.9483881366860086,0.9081592315830636,0.9188462449656478
0.8807206841407325,0.9592445328031808,0.8948379241318603,0.9323222647935292,0.9007081865021085,0.9171201814058956
0.895746597781867,0.9558154645873944,0.9014840765642615,0.9440179142674342,0.9116596792976938,0.9156646641340516
0.8686922167474986,0.9515698062792248,0.8785074937562503,0.9303227203811996,0.8887032365705415,0.9000663862036037
0.8846206574644456,0.954635108481262,0.8912465188925992,0.9357142857142852,0.900349605973777,0.910590928006658
0.8662102068205275,0.9458333333333332,0.8764966986661057,0.92592952875054,0.8843158629996446,0.9037224927849928
0.8827571567296122,0.9701666666666666,0.8901204401712071,0.9522831050228308,0.903909185567654,0.9147381694110664
0.8651792858038776,0.9675831636116766,0.8752715449152009,0.9403873548104316,0.888722158652371,0.9041408355795146
0.879055669828735,0.9540343915343912,0.8887264258192709,0.9354287556415212,0.8990897562232443,0.9053438166311296
0.8724316008955851,0.9549999999999996,0.8824223172123216,0.9343060959792474,0.8944712318966113,0.9040161851257354
0.9004634699709747,0.952450032237266,0.9072938510024332,0.9373497786211256,0.9125128499402808,0.9232142857142858
0.8579270190869599,0.9562118126272908,0.8716770860497386,0.9277287581699342,0.8830708181509292,0.8968997079964058
0.8765357626545545,0.96376085504342,0.8827241277090274,0.949639107611548,0.8935216552179167,0.9143172202718516
0.8922871965634556,0.9661406969099277,0.9029373786300224,0.9431939123031072,0.91014557132986,0.9198797678275288
0.890256522736575,0.9579240340537,0.8967782483872775,0.9444980694980692,0.9098698819328638,0.9114609053497944
0.8775560648007845,0.9493399339933992,0.8872433149142657,0.9309925997425994,0.8964779531861259,0.9060783395755304
0.8963272097267958,0.9512944983818766,0.90108703224415,0.9401447424435928,0.9085458559377376,0.9192972110962764
0.8688750223175452,0.9520708082832328,0.8806834220514858,0.926195090439276,0.8908258524231786,0.8979055198858569
0.8886557537697863,0.9526143790849668,0.9018513573008892,0.927146464646464,0.9099155171664426,0.9061237040941836
0.8875382742639285,0.9536673215455138,0.892625428476059,0.9400010745755424,0.9046080759475892,0.9049643666990606
0.8787921529062701,0.9535383597883594,0.8877566671793067,0.9335697399527182,0.8938068573467953,0.9157760642135638
0.8618648412830924,0.9623217922606924,0.8710967739739471,0.9421737213403878,0.8871214585477853,0.9011874869219502
0.8759988950936254,0.9603333333333332,0.8905159628502843,0.931233974358974,0.8965640071742971,0.9131098107793022
0.8555364361324069,0.960894808743169,0.8718422372266594,0.9229980468749992,0.8809912734771336,0.8953761214630777
0.8892732843083444,0.9615384615384612,0.9015778574570538,0.9394306352241336,0.9063576994534102,0.9218313529289136
0.8933890919661035,0.962180746561886,0.9001886023502194,0.9460608006850784,0.9093891507981248,0.9210298917074624
